Inserted 100000 prefixes into trie
match rule 69841, reject
match rule 46689, reject
match rule 64189, reject
match rule 36340, reject
match rule 47815, reject
match rule 14271, reject
match rule 37686, reject
match rule 40081, permit
match rule 16289, reject
match rule 38136, reject
match rule 54228, reject
match rule 66887, reject
match rule 39996, reject
match rule 75665, permit
match rule 53853, reject
match rule 67615, reject
match rule 79243, permit
match rule 28501, reject
match rule 74367, reject
match rule 6397, permit
match rule 13814, reject
match rule 3510, permit
match rule 4434, permit
match rule 16505, reject
match rule 68912, permit
match rule 66703, permit
match rule 18324, reject
match rule 46153, permit
match rule 74252, reject
match rule 68195, permit
match rule 8101, reject
match rule 53834, permit
match rule 84511, permit
match rule 68720, permit
match rule 50693, permit
match rule 11084, reject
match rule 6774, reject
match rule 30973, reject
match rule 24869, permit
match rule 35097, permit
match rule 33432, permit
match rule 35029, permit
match rule 24127, reject
match rule 34507, reject
match rule 68720, permit
match rule 35112, permit
match rule 71599, permit
match rule 8783, permit
match rule 32088, reject
match rule 21212, reject
match rule 14239, reject
match rule 32371, reject
match rule 83359, permit
match rule 9266, reject
match rule 34979, reject
match rule 59581, reject
match rule 89881, permit
match rule 72039, permit
match rule 23015, reject
match rule 76248, permit
match rule 12289, permit
match rule 35655, reject
match rule 41773, reject
match rule 68941, reject
match rule 75830, permit
match rule 65899, permit
match rule 40248, reject
match rule 41633, permit
match rule 986, reject
match rule 60614, permit
match rule 48925, reject
match rule 75198, permit
match rule 67926, reject
match rule 23694, reject
match rule 12220, reject
match rule 44494, permit
match rule 12551, reject
match rule 93429, reject
match rule 3166, permit
match rule 5700, reject
match rule 17434, permit
match rule 78363, reject
match rule 25704, reject
match rule 34652, reject
match rule 71764, permit
match rule 39613, reject
match rule 23949, permit
match rule 75665, permit
match rule 8386, reject
match rule 2447, reject
match rule 57128, permit
match rule 9752, reject
match rule 3570, permit
match rule 65978, permit
match rule 9754, permit
match rule 6958, permit
match rule 70051, permit
match rule 242, permit
match rule 74205, permit
match rule 63596, permit
match rule 21169, permit
match rule 12657, reject
match rule 56680, reject
match rule 4500, reject
match rule 81366, permit
match rule 42462, reject
match rule 34782, reject
match rule 37580, reject
match rule 71968, reject
match rule 6214, reject
match rule 50551, reject
match rule 42180, reject
match rule 31365, permit
match rule 84434, permit
match rule 64336, reject
match rule 85669, reject
match rule 48098, reject
match rule 43819, permit
match rule 54173, permit
match rule 52861, permit
match rule 57921, permit
match rule 12565, permit
match rule 53912, permit
match rule 21006, reject
match rule 23935, reject
match rule 66792, permit
match rule 25620, permit
match rule 74391, reject
match rule 67868, reject
match rule 84072, reject
match rule 92623, permit
match rule 30977, permit
match rule 1079, permit
match rule 63500, permit
match rule 31912, permit
match rule 75447, permit
match rule 52493, permit
match rule 34155, reject
match rule 74632, reject
match rule 83144, reject
match rule 6083, permit
match rule 62257, permit
match rule 46001, reject
match rule 59767, reject
match rule 38164, permit
match rule 47113, permit
match rule 70077, reject
match rule 21013, permit
match rule 60209, permit
match rule 39291, permit
match rule 30338, reject
match rule 46331, reject
match rule 39552, permit
match rule 60480, reject
match rule 7303, permit
match rule 2516, reject
match rule 39812, reject
match rule 15780, reject
match rule 52885, reject
match rule 45600, permit
match rule 2756, permit
match rule 33871, reject
match rule 21542, permit
match rule 9988, reject
match rule 17434, permit
match rule 56024, reject
match rule 16611, permit
match rule 84854, permit
match rule 40532, permit
match rule 11515, permit
match rule 52964, reject
match rule 60661, reject
match rule 62467, permit
match rule 58257, permit
match rule 49495, reject
match rule 12596, permit
match rule 7395, reject
match rule 32860, permit
match rule 81405, reject
match rule 14812, reject
match rule 71655, reject
match rule 5346, permit
match rule 59252, permit
match rule 40351, reject
match rule 3612, permit
match rule 27174, permit
match rule 2769, reject
match rule 57612, permit
match rule 42180, reject
match rule 3454, reject
match rule 58996, reject
match rule 77786, reject
match rule 39752, reject
match rule 4426, permit
match rule 75512, permit
match rule 35712, permit
match rule 16538, permit
match rule 22422, permit
match rule 79070, permit
match rule 21953, permit
match rule 63857, permit
match rule 43117, reject
match rule 33678, reject
match rule 39752, reject
match rule 43871, reject
match rule 39409, permit
match rule 62153, permit
match rule 59120, reject
match rule 37727, reject
match rule 57343, permit
match rule 63336, permit
match rule 82824, reject
match rule 68336, reject
match rule 73569, permit
match rule 60362, reject
match rule 37551, reject
match rule 4916, reject
match rule 51288, reject
match rule 41916, reject
match rule 22802, reject
match rule 48573, reject
match rule 11901, permit
match rule 76842, permit
match rule 44510, reject
match rule 24503, permit
match rule 39341, reject
match rule 35679, reject
match rule 38187, permit
match rule 9230, permit
match rule 56972, permit
match rule 30015, permit
match rule 55832, permit
match rule 4718, reject
match rule 80301, permit
match rule 62763, reject
match rule 81168, permit
match rule 34367, permit
match rule 46614, reject
match rule 42057, permit
match rule 29279, permit
match rule 35372, permit
match rule 22005, reject
match rule 61931, permit
match rule 17607, reject
match rule 53308, reject
match rule 68496, permit
match rule 74718, reject
match rule 12562, permit
match rule 62421, permit
match rule 39859, reject
match rule 71882, permit
match rule 25623, reject
match rule 35386, reject
match rule 8386, reject
match rule 19110, permit
match rule 3261, reject
match rule 73290, permit
match rule 51164, permit
match rule 44774, permit
match rule 15693, reject
match rule 79477, permit
match rule 73995, permit
match rule 46030, permit
match rule 73426, reject
match rule 75668, permit
match rule 46130, reject
match rule 20613, reject
match rule 8374, permit
match rule 28503, reject
match rule 25620, permit
match rule 78269, reject
match rule 22613, reject
match rule 45668, permit
match rule 18591, permit
match rule 27488, permit
match rule 40017, permit
match rule 49894, permit
match rule 39291, permit
match rule 46657, reject
match rule 91478, permit
match rule 70903, reject
match rule 45056, reject
match rule 2536, permit
match rule 36011, permit
match rule 73352, reject
match rule 53650, permit
match rule 44961, reject
match rule 73657, reject
match rule 33332, reject
match rule 15780, reject
match rule 61369, permit
match rule 42179, permit
match rule 3014, permit
match rule 44331, permit
match rule 62628, reject
match rule 64813, reject
match rule 60072, permit
match rule 56162, reject
match rule 34438, permit
match rule 85702, reject
match rule 35097, permit
match rule 23143, permit
match rule 87904, permit
match rule 75993, reject
match rule 56162, reject
match rule 41721, permit
match rule 41125, reject
match rule 20901, reject
match rule 37905, permit
match rule 77428, permit
match rule 3261, reject
match rule 34469, permit
match rule 56836, reject
match rule 52754, permit
match rule 32326, reject
match rule 8454, permit
match rule 74880, permit
match rule 49353, permit
match rule 40666, permit
match rule 11744, permit
match rule 25511, reject
match rule 589, reject
match rule 54207, reject
match rule 83169, reject
match rule 49245, reject
match rule 40805, permit
match rule 76842, permit
match rule 4664, reject
match rule 33431, reject
match rule 27160, reject
match rule 5393, reject
match rule 29917, reject
match rule 25495, permit
match rule 35632, permit
match rule 29004, permit
match rule 63239, permit
match rule 63215, permit
match rule 49766, permit
match rule 4478, permit
match rule 31064, reject
match rule 76523, permit
match rule 78136, reject
match rule 68912, permit
match rule 21214, reject
match rule 8783, permit
match rule 40415, reject
match rule 3441, reject
match rule 25486, permit
match rule 39453, reject
match rule 2992, reject
match rule 89141, reject
match rule 86110, permit
match rule 17412, reject
match rule 54228, reject
match rule 67863, reject
match rule 36416, reject
match rule 19113, permit
match rule 40017, permit
match rule 54654, permit
match rule 80235, reject
match rule 47337, permit
match rule 5671, reject
match rule 72201, reject
match rule 62257, permit
match rule 2082, reject
match rule 50551, reject
match rule 54387, reject
match rule 2769, reject
match rule 3962, permit
match rule 38446, permit
match rule 24852, reject
match rule 66965, reject
match rule 84164, reject
match rule 31864, reject
match rule 23747, permit
match rule 13548, permit
match rule 81568, reject
match rule 26229, reject
match rule 56353, reject
match rule 53912, permit
match rule 62194, permit
match rule 74205, permit
match rule 26234, permit
match rule 50600, reject
match rule 52568, permit
match rule 47376, reject
match rule 43998, reject
match rule 31053, reject
match rule 21923, permit
match rule 76843, reject
match rule 24407, permit
match rule 6254, permit
match rule 69421, permit
match rule 59628, permit
match rule 39660, reject
match rule 36871, permit
match rule 27326, permit
match rule 15182, permit
match rule 26352, reject
match rule 54568, reject
match rule 83045, reject
match rule 48203, reject
match rule 16505, reject
match rule 63744, permit
match rule 14271, reject
match rule 66281, permit
match rule 58156, reject
match rule 13706, reject
match rule 7218, permit
match rule 94452, reject
match rule 58374, permit
match rule 20840, reject
match rule 21403, reject
match rule 45320, permit
match rule 4792, permit
match rule 44722, reject
match rule 52225, permit
match rule 71267, permit
match rule 57128, permit
match rule 83191, reject
match rule 225, permit
match rule 41231, permit
match rule 56090, permit
match rule 14242, permit
match rule 59373, reject
match rule 19831, permit
match rule 24405, permit
match rule 63971, reject
match rule 2350, reject
match rule 26849, reject
match rule 85926, permit
match rule 74798, reject
match rule 68074, reject
match rule 19925, permit
match rule 13476, permit
match rule 54317, reject
match rule 47246, permit
match rule 30790, reject
match rule 42657, permit
match rule 87315, reject
match rule 65598, permit
match rule 69342, permit
match rule 7272, reject
match rule 84531, reject
match rule 53266, reject
match rule 73262, permit
match rule 12203, reject
match rule 33479, permit
match rule 66358, permit
match rule 30732, reject
match rule 13598, permit
match rule 8598, permit
match rule 59581, reject
match rule 76538, reject
match rule 47249, permit
match rule 70051, permit
match rule 74968, permit
match rule 13366, permit
match rule 56780, permit
match rule 14783, permit
match rule 4462, reject
match rule 47804, permit
match rule 14436, reject
match rule 48182, reject
match rule 58316, permit
match rule 76948, reject
match rule 56463, reject
match rule 53458, reject
match rule 62421, permit
match rule 30756, reject
match rule 76672, permit
match rule 85914, permit
match rule 48064, reject
match rule 3956, reject
match rule 74164, permit
match rule 83035, reject
match rule 2939, reject
match rule 57553, permit
match rule 14283, reject
match rule 42563, reject
match rule 80034, reject
match rule 53420, permit
match rule 73073, reject
match rule 87003, reject
match rule 67591, permit
match rule 54568, reject
match rule 38547, reject
match rule 42498, permit
match rule 40834, permit
match rule 17916, reject
match rule 42112, permit
match rule 12300, reject
match rule 40204, reject
match rule 54201, permit
match rule 55724, permit
match rule 85603, reject
match rule 31732, reject
match rule 20949, permit
match rule 81420, reject
match rule 10312, reject
match rule 86213, permit
match rule 37384, permit
match rule 12135, permit
match rule 19374, reject
match rule 9944, permit
match rule 579, reject
match rule 9184, reject
match rule 61038, permit
match rule 31300, reject
match rule 51098, permit
match rule 64473, permit
match rule 8101, reject
match rule 23760, permit
match rule 18535, reject
match rule 20347, permit
match rule 13057, reject
match rule 37358, reject
match rule 37456, reject
match rule 62355, permit
match rule 10661, permit
match rule 41958, reject
match rule 25542, permit
match rule 54525, permit
match rule 56326, permit
match rule 13871, reject
match rule 35628, permit
match rule 19570, permit
match rule 6971, permit
match rule 55526, reject
match rule 41732, permit
match rule 83045, reject
match rule 39929, permit
match rule 53266, reject
match rule 72585, reject
match rule 18921, permit
match rule 49058, permit
match rule 24577, permit
match rule 5252, permit
match rule 65949, permit
match rule 64793, permit
match rule 7125, reject
match rule 65316, permit
match rule 45962, permit
match rule 56772, reject
match rule 25813, permit
match rule 53469, permit
match rule 40799, permit
match rule 23447, permit
match rule 28434, reject
match rule 11901, permit
match rule 9995, permit
match rule 25547, permit
match rule 76842, permit
match rule 24083, permit
match rule 51559, reject
match rule 84212, permit
match rule 37584, reject
match rule 48064, reject
match rule 68941, reject
match rule 50210, reject
match rule 47435, permit
match rule 27997, permit
match rule 4443, permit
match rule 53002, permit
match rule 54514, permit
match rule 43321, permit
match rule 7715, permit
match rule 33266, permit
match rule 61937, permit
match rule 20137, reject
match rule 77721, permit
match rule 72756, reject
match rule 16166, permit
match rule 31269, permit
match rule 986, reject
match rule 29147, reject
match rule 89755, permit
match rule 91737, permit
match rule 7303, permit
match rule 37661, permit
match rule 21212, reject
match rule 84511, permit
match rule 51963, permit
match rule 39542, permit
match rule 75641, permit
match rule 48752, reject
match rule 43640, permit
match rule 32426, permit
match rule 58978, permit
match rule 11066, reject
match rule 67622, permit
match rule 38770, permit
match rule 60815, permit
match rule 43117, reject
match rule 92987, permit
match rule 10410, permit
match rule 15765, permit
match rule 4028, permit
match rule 784, reject
match rule 29320, permit
match rule 67273, permit
match rule 50588, reject
match rule 15693, reject
match rule 75028, permit
match rule 92736, permit
match rule 6971, permit
match rule 13892, reject
match rule 79557, reject
match rule 79806, permit
match rule 50459, reject
match rule 68720, permit
match rule 7457, reject
match rule 63227, reject
match rule 18741, reject
match rule 52568, permit
match rule 14552, reject
match rule 16201, reject
match rule 70374, permit
match rule 82815, reject
match rule 27100, reject
match rule 23949, permit
match rule 1829, reject
match rule 83035, reject
match rule 13236, permit
match rule 39446, permit
match rule 12543, permit
match rule 52863, permit
match rule 21424, permit
match rule 1860, reject
match rule 17796, reject
match rule 51753, reject
match rule 2605, permit
match rule 39759, permit
match rule 4549, reject
match rule 42597, permit
match rule 166, reject
match rule 37580, reject
match rule 32783, reject
match rule 60814, permit
match rule 7029, permit
match rule 55350, reject
match rule 14585, reject
match rule 25939, reject
match rule 20418, reject
match rule 83753, permit
match rule 8448, reject
match rule 42180, reject
match rule 16276, reject
match rule 1287, reject
match rule 37818, permit
match rule 55263, reject
match rule 36074, permit
match rule 63351, reject
match rule 51098, permit
match rule 28077, reject
match rule 30411, permit
match rule 11671, reject
match rule 24442, permit
match rule 82815, reject
match rule 6618, permit
match rule 65617, permit
match rule 79590, reject
match rule 96834, reject
match rule 40415, reject
match rule 7218, permit
match rule 39291, permit
match rule 43528, reject
match rule 40017, permit
match rule 69590, permit
match rule 16739, permit
match rule 4500, reject
match rule 71275, permit
match rule 54353, reject
match rule 235, reject
match rule 16527, reject
match rule 14552, reject
match rule 32094, permit
match rule 34253, reject
match rule 6416, permit
match rule 8386, reject
match rule 15570, reject
match rule 23655, reject
match rule 34611, reject
match rule 47376, reject
match rule 15303, permit
match rule 53620, reject
match rule 5865, permit
match rule 44307, permit
match rule 19694, permit
match rule 79243, permit
match rule 9809, permit
match rule 7687, permit
match rule 34361, reject
match rule 42748, permit
match rule 82887, reject
match rule 72614, reject
match rule 43172, reject
match rule 63239, permit
match rule 78743, permit
match rule 25992, permit
match rule 15104, reject
match rule 63500, permit
match rule 17249, reject
match rule 31921, permit
match rule 39562, reject
match rule 13382, reject
match rule 86259, reject
match rule 26015, reject
match rule 14416, reject
match rule 3297, reject
match rule 30177, reject
match rule 44868, reject
match rule 17995, permit
match rule 61382, permit
match rule 40532, permit
match rule 45970, reject
match rule 37661, permit
match rule 50780, reject
match rule 12434, reject
match rule 40874, permit
match rule 10297, reject
match rule 78775, reject
match rule 83191, reject
match rule 32625, reject
match rule 74010, permit
match rule 17995, permit
match rule 76081, permit
match rule 35097, permit
match rule 6287, reject
match rule 55832, permit
match rule 31532, reject
match rule 9791, reject
match rule 3070, reject
match rule 8630, permit
match rule 4028, permit
match rule 68723, permit
match rule 10297, reject
match rule 19621, reject
match rule 73901, reject
match rule 59120, reject
match rule 44488, permit
match rule 59252, permit
match rule 73601, reject
match rule 23877, permit
match rule 9360, permit
match rule 53835, reject
match rule 14035, reject
match rule 57743, permit
match rule 7600, permit
match rule 18801, permit
match rule 53620, reject
match rule 3070, reject
match rule 34161, reject
match rule 84273, reject
match rule 8810, reject
match rule 91624, reject
match rule 49561, reject
match rule 13585, permit
match rule 37661, permit
match rule 68510, permit
match rule 74475, reject
match rule 62381, permit
match rule 49245, reject
match rule 25994, permit
match rule 21936, reject
match rule 29792, permit
match rule 19564, reject
match rule 10898, permit
match rule 16866, reject
match rule 3630, permit
match rule 49245, reject
match rule 64336, reject
match rule 27069, permit
match rule 13853, permit
match rule 39053, permit
match rule 28428, reject
match rule 19128, reject
match rule 18656, reject
match rule 21542, permit
match rule 73495, reject
match rule 31309, reject
match rule 70098, reject
match rule 33081, permit
match rule 64189, reject
match rule 62763, reject
match rule 59509, reject
match rule 46046, permit
match rule 44259, reject
match rule 18041, permit
match rule 17404, reject
match rule 77802, permit
match rule 20225, reject
match rule 31780, reject
match rule 11662, permit
match rule 8500, reject
match rule 28066, reject
match rule 16202, permit
match rule 10342, reject
match rule 51026, reject
match rule 48752, reject
match rule 54444, permit
match rule 43792, permit
match rule 33793, permit
match rule 26087, permit
match rule 54546, permit
match rule 66449, reject
match rule 86259, reject
match rule 86578, reject
match rule 84022, reject
match rule 54929, permit
match rule 64813, reject
match rule 33332, reject
match rule 5356, reject
match rule 29084, permit
match rule 9777, reject
match rule 37372, reject
match rule 23230, permit
match rule 20418, reject
match rule 67529, permit
match rule 62628, reject
match rule 59373, reject
match rule 33627, reject
match rule 84072, reject
match rule 25413, reject
match rule 60072, permit
match rule 73495, reject
match rule 22217, permit
match rule 41180, permit
match rule 4748, reject
match rule 75011, reject
match rule 12986, permit
match rule 63311, reject
match rule 37234, reject
match rule 34979, reject
match rule 71275, permit
match rule 730, reject
match rule 47986, permit
match rule 57604, reject
match rule 69547, reject
match rule 14102, reject
match rule 62734, permit
match rule 19358, reject
match rule 56197, permit
match rule 68930, reject
match rule 13583, reject
match rule 34119, reject
match rule 17916, reject
match rule 63596, permit
match rule 32685, permit
match rule 57115, permit
match rule 59992, reject
match rule 48715, reject
match rule 9501, permit
match rule 3206, permit
match rule 22174, permit
match rule 44259, reject
match rule 14783, permit
match rule 7490, reject
match rule 27877, permit
match rule 1146, reject
match rule 6971, permit
match rule 25357, reject
match rule 17833, permit
match rule 76863, permit
match rule 65949, permit
match rule 14884, permit
match rule 52754, permit
match rule 6104, reject
match rule 87643, reject
match rule 59949, reject
match rule 2196, permit
match rule 64117, permit
match rule 26760, reject
match rule 2015, reject
match rule 21232, permit
match rule 25511, reject
match rule 11192, permit
match rule 15827, permit
match rule 8693, reject
match rule 75783, permit
match rule 28203, permit
match rule 37350, reject
match rule 61858, permit
match rule 83154, permit
match rule 85299, reject
match rule 28024, reject
match rule 17670, permit
match rule 52025, permit
match rule 81468, reject
match rule 1144, permit
match rule 10614, reject
match rule 49353, permit
match rule 14777, permit
match rule 65882, permit
match rule 80012, permit
match rule 44422, permit
match rule 53390, reject
match rule 3044, permit
match rule 42239, reject
match rule 37384, permit
match rule 27484, reject
match rule 9501, permit
match rule 83753, permit
match rule 76081, permit
match rule 43321, permit
match rule 78664, permit
match rule 23265, reject
match rule 67069, permit
match rule 13454, permit
match rule 62628, reject
match rule 24797, permit
match rule 9360, permit
match rule 9020, permit
match rule 24477, permit
match rule 76248, permit
match rule 17623, reject
match rule 69559, permit
match rule 45424, reject
match rule 31255, reject
match rule 40136, permit
match rule 49101, reject
match rule 68538, reject
match rule 42993, reject
match rule 62893, reject
match rule 4464, reject
match rule 21169, permit
match rule 18842, reject
match rule 35029, permit
match rule 54220, reject
match rule 59858, permit
match rule 43869, reject
match rule 72585, reject
match rule 73751, permit
match rule 34469, permit
match rule 72049, permit
match rule 57876, permit
match rule 86468, permit
match rule 44442, permit
match rule 693, reject
match rule 29696, permit
match rule 28221, reject
match rule 74738, reject
match rule 4500, reject
match rule 28654, reject
match rule 41773, reject
match rule 77910, reject
match rule 67130, permit
match rule 21214, reject
match rule 20499, permit
match rule 92194, permit
match rule 79942, reject
match rule 5680, reject
match rule 33478, permit
match rule 29504, permit
match rule 58955, permit
match rule 2798, permit
match rule 23072, reject
match rule 39836, permit
match rule 12657, reject
match rule 55681, permit
match rule 20034, reject
match rule 4601, reject
match rule 282, permit
match rule 2568, permit
match rule 61791, reject
match rule 34996, reject
match rule 25912, permit
match rule 59160, permit
match rule 26229, reject
match rule 36770, permit
match rule 59694, permit
match rule 9944, permit
match rule 47893, permit
match rule 27427, reject
match rule 7266, permit
match rule 12203, reject
match rule 16130, permit
match rule 37436, reject
match rule 8936, permit
match rule 39055, permit
match rule 59252, permit
match rule 34, permit
match rule 19231, permit
match rule 28501, reject
match rule 21335, reject
match rule 2992, reject
match rule 59485, permit
match rule 43609, reject
match rule 24543, permit
match rule 56337, reject
match rule 10174, reject
match rule 44859, reject
match rule 61826, permit
match rule 41386, reject
match rule 19076, reject
match rule 986, reject
match rule 73262, permit
match rule 25909, reject
match rule 60997, reject
match rule 93429, reject
match rule 17249, reject
match rule 21632, permit
match rule 71200, permit
match rule 12640, permit
match rule 12618, permit
match rule 54444, permit
match rule 23447, permit
match rule 23447, permit
match rule 3477, reject
match rule 62461, permit
match rule 50678, permit
match rule 13934, reject
match rule 34255, reject
match rule 8528, permit
match rule 16202, permit
match rule 70682, reject
match rule 42657, permit
match rule 46657, reject
match rule 55033, permit
match rule 11107, permit
match rule 65700, reject
match rule 39836, permit
match rule 64117, permit
match rule 67926, reject
match rule 70366, reject
match rule 5358, reject
match rule 41958, reject
match rule 34667, permit
match rule 9031, permit
match rule 30450, reject
match rule 2643, permit
match rule 19260, permit
match rule 25370, reject
match rule 50953, permit
match rule 225, permit
match rule 17486, reject
match rule 76948, reject
match rule 26111, permit
match rule 9809, permit
match rule 20927, permit
match rule 57147, reject
match rule 56309, permit
match rule 7004, permit
match rule 37576, reject
match rule 4664, reject
match rule 56945, permit
match rule 50454, permit
match rule 4162, reject
match rule 34053, permit
match rule 68720, permit
match rule 81941, reject
match rule 15289, reject
match rule 12220, reject
match rule 11066, reject
match rule 55607, reject
match rule 13824, reject
match rule 25033, permit
match rule 39237, permit
match rule 81280, permit
match rule 68064, reject
match rule 55239, permit
match rule 13276, permit
match rule 6104, reject
match rule 7311, permit
match rule 32783, reject
match rule 13737, permit
match rule 65108, reject
match rule 85926, permit
match rule 65595, permit
match rule 68783, reject
match rule 45098, permit
match rule 45286, permit
match rule 348, permit
match rule 41039, permit
match rule 61236, reject
match rule 4664, reject
match rule 7462, reject
match rule 74612, permit
match rule 4932, permit
match rule 24577, permit
match rule 52516, reject
match rule 91584, reject
match rule 15919, reject
match rule 68783, reject
match rule 61055, permit
match rule 79480, permit
match rule 44143, reject
match rule 19243, reject
match rule 11654, reject
match rule 12329, reject
match rule 74824, reject
match rule 40301, reject
match rule 44739, reject
match rule 42387, reject
match rule 66279, permit
match rule 3401, permit
match rule 46689, reject
match rule 11744, permit
match rule 78595, reject
match rule 64813, reject
match rule 51557, reject
match rule 41905, permit
match rule 15545, permit
match rule 49722, permit
match rule 14648, reject
match rule 39355, reject
match rule 39673, permit
match rule 10897, reject
match rule 31895, permit
match rule 62628, reject
match rule 84625, reject
match rule 27903, reject
match rule 49942, reject
match rule 48148, reject
match rule 15079, reject
match rule 17488, permit
match rule 71764, permit
match rule 67273, permit
match rule 34979, reject
match rule 27877, permit
match rule 22187, permit
match rule 74968, permit
match rule 25748, permit
match rule 21283, permit
match rule 37686, reject
match rule 82015, permit
match rule 10228, permit
match rule 71200, permit
match rule 66937, reject
match rule 28106, permit
match rule 344, permit
match rule 46031, reject
match rule 22852, reject
match rule 23790, permit
match rule 35682, permit
match rule 15657, reject
match rule 45513, permit
match rule 73660, permit
match rule 15919, reject
match rule 32911, permit
match rule 73738, permit
match rule 5019, permit
match rule 39960, permit
match rule 54654, permit
match rule 72473, permit
match rule 10304, permit
match rule 50454, permit
match rule 14399, reject
match rule 70151, permit
match rule 44541, reject
match rule 7078, reject
match rule 28276, reject
match rule 37905, permit
match rule 45871, permit
match rule 20047, reject
match rule 71568, permit
match rule 76988, permit
match rule 43633, permit
match rule 23439, reject
match rule 72473, permit
match rule 35088, permit
match rule 41764, reject
match rule 30732, reject
match rule 29343, reject
match rule 50454, permit
match rule 13706, reject
match rule 6502, reject
match rule 45286, permit
match rule 29174, permit
match rule 17725, permit
match rule 58996, reject
match rule 68199, permit
match rule 28024, reject
match rule 87358, reject
match rule 63551, permit
match rule 24728, permit
match rule 20622, reject
match rule 54141, reject
match rule 5157, permit
match rule 77158, permit
match rule 17072, permit
match rule 16103, permit
match rule 22169, reject
match rule 38404, permit
match rule 1995, permit
match rule 15919, reject
match rule 17175, reject
match rule 52852, permit
match rule 1783, reject
match rule 30400, permit
match rule 23530, permit
match rule 22944, reject
match rule 77312, permit
match rule 87350, permit
match rule 68958, reject
match rule 21169, permit
match rule 60759, permit
match rule 87315, reject
match rule 21908, reject
match rule 27656, permit
match rule 37431, permit
match rule 16276, reject
match rule 21169, permit
match rule 19680, reject
match rule 60836, permit
match rule 20849, permit
match rule 92649, permit
match rule 77995, reject
match rule 72049, permit
match rule 47776, reject
match rule 47607, permit
match rule 75492, reject
match rule 89881, permit
match rule 70051, permit
match rule 668, reject
match rule 9962, permit
match rule 54652, permit
match rule 45493, reject
match rule 72272, permit
match rule 39372, reject
match rule 53835, reject
match rule 50094, permit
match rule 24933, reject
match rule 25666, reject
match rule 16103, permit
match rule 56298, permit
match rule 84434, permit
match rule 663, permit
match rule 19243, reject
match rule 57858, reject
match rule 19718, reject
match rule 27009, permit
match rule 63376, permit
match rule 52643, reject
match rule 58591, reject
match rule 9184, reject
match rule 78363, reject
match rule 5947, permit
match rule 56902, reject
match rule 60273, permit
match rule 13615, reject
match rule 20551, reject
match rule 8116, reject
match rule 21347, permit
match rule 21340, reject
match rule 55680, reject
match rule 41150, reject
match rule 46689, reject
match rule 20613, reject
match rule 49958, permit
match rule 25598, reject
match rule 27503, permit
match rule 41598, permit
match rule 13589, reject
match rule 24620, reject
match rule 9489, reject
match rule 42462, reject
match rule 46031, reject
match rule 15182, permit
match rule 21793, permit
match rule 20840, reject
match rule 51364, permit
match rule 17359, permit
match rule 6219, reject
match rule 20901, reject
match rule 25134, permit
match rule 93254, permit
match rule 14301, permit
match rule 37818, permit
match rule 3409, reject
match rule 42292, permit
match rule 55575, permit
match rule 64756, reject
match rule 9534, permit
match rule 2412, reject
match rule 20313, reject
match rule 13814, reject
match rule 47557, permit
match rule 38256, permit
match rule 61937, permit
match rule 42462, reject
match rule 60997, reject
match rule 15016, permit
match rule 50376, permit
match rule 7253, permit
match rule 29780, reject
match rule 34202, permit
match rule 10124, reject
match rule 83596, permit
match rule 39453, reject
match rule 21232, permit
match rule 16276, reject
match rule 62294, reject
match rule 29547, permit
match rule 58996, reject
match rule 46481, permit
match rule 12100, permit
match rule 40248, reject
match rule 83635, reject
match rule 2526, permit
match rule 2061, permit
match rule 10312, reject
match rule 75896, reject
match rule 34830, reject
match rule 26777, permit
match rule 53308, reject
match rule 71615, reject
match rule 51163, permit
match rule 38010, reject
match rule 73751, permit
match rule 8386, reject
match rule 29147, reject
match rule 83753, permit
match rule 44963, reject
match rule 80293, reject
match rule 23447, permit
match rule 9569, reject
match rule 38640, permit
match rule 39715, reject
match rule 47227, permit
match rule 70020, permit
match rule 7718, permit
match rule 16527, reject
match rule 42180, reject
match rule 58662, reject
match rule 983, reject
match rule 50662, permit
match rule 14658, permit
match rule 46046, permit
match rule 5934, reject
match rule 24566, permit
match rule 67529, permit
match rule 38241, reject
match rule 18643, permit
match rule 43708, reject
match rule 19283, reject
match rule 66468, reject
match rule 52885, reject
match rule 43192, permit
match rule 49941, permit
match rule 64117, permit
match rule 12971, reject
match rule 14783, permit
match rule 10556, permit
match rule 28908, reject
match rule 75378, permit
match rule 77312, permit
match rule 784, reject
match rule 57560, reject
match rule 3591, permit
match rule 61979, reject
match rule 48572, permit
match rule 16505, reject
match rule 58996, reject
match rule 63215, permit
match rule 7169, reject
match rule 30790, reject
match rule 30546, reject
match rule 68318, permit
match rule 45763, reject
match rule 23069, reject
match rule 62187, permit
match rule 33884, permit
match rule 57564, permit
match rule 44087, permit
match rule 79038, permit
match rule 54460, reject
match rule 49096, reject
match rule 2341, permit
match rule 26015, reject
match rule 86730, reject
match rule 27997, permit
match rule 564, permit
match rule 1196, permit
match rule 61779, permit
match rule 7893, permit
match rule 6573, permit
match rule 15693, reject
match rule 9411, reject
match rule 19243, reject
match rule 12640, permit
match rule 74738, reject
match rule 47055, permit
match rule 6219, reject
match rule 27135, permit
match rule 30097, reject
match rule 11687, permit
match rule 16505, reject
match rule 27476, permit
match rule 81405, reject
match rule 65644, reject
match rule 13871, reject
match rule 29894, permit
match rule 14788, reject
match rule 51364, permit
match rule 24176, permit
match rule 28652, reject
match rule 74620, permit
match rule 54713, reject
match rule 18842, reject
